DATAFLOW,FREQ,REF_AREA,DATA_TYPE,ADJUSTMENT,TYPE_ACCOMMODATION,ECON_ACTIVITY_NACE_2007,COUNTRY_RES_GUESTS,LOCALITY_TYPE,URBANIZ_DEGREE,COASTAL_AREA,SIZE_BY_NUMBER_ROOMS,TIME_PERIOD,OBS_VALUE,OBS_STATUS,NOTE_DS,NOTE_REF_AREA,NOTE_DATA_TYPE,NOTE_ADJUSTMENT,NOTE_TYPE_ACCOMMODATION,NOTE_ECON_ACTIVITY_NACE_2007,NOTE_COUNTRY_RES_GUESTS,NOTE_LOCALITY_TYPE,NOTE_URBANIZ_DEGREE,NOTE_COASTAL_AREA,NOTE_SIZE_BY_NUMBER_ROOMS,NOTE_TIME_PERIOD,BASE_PER,UNIT_MEAS,UNIT_MULT
IT1:122_54_DF_DCSC_TUR_13(1.0),M,IT,AR,N,ALL,551,IT,ALL,ALL,ALL,TOT,2019-11,3220936,,,,,,,,,,,,,,,,
IT1:122_54_DF_DCSC_TUR_13(1.0),M,IT,AR,N,ALL,551,IT,ALL,ALL,ALL,TOT,2019-12,3634166,,,,,,,,,,,,,,,,
IT1:122_54_DF_DCSC_TUR_13(1.0),M,IT,AR,N,ALL,551,IT,ALL,ALL,ALL,TOT,2020-01,3184419,,,,,,,,,,,,,,,,
IT1:122_54_DF_DCSC_TUR_13(1.0),M,IT,AR,N,ALL,551,IT,ALL,ALL,ALL,TOT,2020-02,2875898,,,,,,,,,,,,,,,,
IT1:122_54_DF_DCSC_TUR_13(1.0),M,IT,AR,N,ALL,551,IT,ALL,ALL,ALL,TOT,2020-03,493582,,,,,,,,,,,,,,,,
IT1:122_54_DF_DCSC_TUR_13(1.0),M,IT,AR,N,ALL,551,IT,ALL,ALL,ALL,TOT,2020-04,56401,,,,,,,,,,,,,,,,
IT1:122_54_DF_DCSC_TUR_13(1.0),M,IT,AR,N,ALL,551,IT,ALL,ALL,ALL,TOT,2020-05,335995,,,,,,,,,,,,,,,,
IT1:122_54_DF_DCSC_TUR_13(1.0),M,IT,AR,N,ALL,551,IT,ALL,ALL,ALL,TOT,2020-06,2063767,,,,,,,,,,,,,,,,
IT1:122_54_DF_DCSC_TUR_13(1.0),M,IT,AR,N,ALL,551,IT,ALL,ALL,ALL,TOT,2020-07,4766815,,,,,,,,,,,,,,,,
IT1:122_54_DF_DCSC_TUR_13(1.0),M,IT,AR,N,ALL,551,IT,ALL,ALL,ALL,TOT,2020-08,6860161,,,,,,,,,,,,,,,,
IT1:122_54_DF_DCSC_TUR_13(1.0),M,IT,AR,N,ALL,551,IT,ALL,ALL,ALL,TOT,2020-09,3786485,,,,,,,,,,,,,,,,
IT1:122_54_DF_DCSC_TUR_13(1.0),M,IT,AR,N,ALL,551,IT,ALL,ALL,ALL,TOT,2020-10,2112093,,,,,,,,,,,,,,,,
IT1:122_54_DF_DCSC_TUR_13(1.0),M,IT,AR,N,ALL,551,IT,ALL,ALL,ALL,TOT,2020-11,723133,,,,,,,,,,,,,,,,
IT1:122_54_DF_DCSC_TUR_13(1.0),M,IT,AR,N,ALL,551,IT,ALL,ALL,ALL,TOT,2020-12,762569,,,,,,,,,,,,,,,,
IT1:122_54_DF_DCSC_TUR_13(1.0),M,IT,AR,N,ALL,551,IT,ALL,ALL,ALL,TOT,2021-01,817239,,,,,,,,,,,,,,,,
IT1:122_54_DF_DCSC_TUR_13(1.0),M,IT,AR,N,ALL,551,IT,ALL,ALL,ALL,TOT,2021-02,1194858,,,,,,,,,,,,,,,,
IT1:122_54_DF_DCSC_TUR_13(1.0),M,IT,AR,N,ALL,551,IT,ALL,ALL,ALL,TOT,2021-03,958350,,,,,,,,,,,,,,,,
IT1:122_54_DF_DCSC_TUR_13(1.0),M,IT,AR,N,ALL,551,IT,ALL,ALL,ALL,TOT,2021-04,1020190,,,,,,,,,,,,,,,,
IT1:122_54_DF_DCSC_TUR_13(1.0),M,IT,AR,N,ALL,551,IT,ALL,ALL,ALL,TOT,2021-05,2332815,,,,,,,,,,,,,,,,
IT1:122_54_DF_DCSC_TUR_13(1.0),M,IT,AR,N,ALL,551,IT,ALL,ALL,ALL,TOT,2021-06,4422306,,,,,,,,,,,,,,,,
IT1:122_54_DF_DCSC_TUR_13(1.0),M,IT,AR,N,ALL,551,IT,ALL,ALL,ALL,TOT,2021-07,6210701,,,,,,,,,,,,,,,,
IT1:122_54_DF_DCSC_TUR_13(1.0),M,IT,AR,N,ALL,551,IT,ALL,ALL,ALL,TOT,2021-08,7044726,,,,,,,,,,,,,,,,
IT1:122_54_DF_DCSC_TUR_13(1.0),M,IT,AR,N,ALL,551,IT,ALL,ALL,ALL,TOT,2021-09,4483583,,,,,,,,,,,,,,,,
IT1:122_54_DF_DCSC_TUR_13(1.0),M,IT,AR,N,ALL,551,IT,ALL,ALL,ALL,TOT,2021-10,3727722,,,,,,,,,,,,,,,,
IT1:122_54_DF_DCSC_TUR_13(1.0),M,IT,AR,N,ALL,551,IT,ALL,ALL,ALL,TOT,2021-11,2496070,,,,,,,,,,,,,,,,
