DATAFLOW,FREQ,RESIDENCE_TERR,DATA_TYPE,MAIN_DESTINATION,TYPE_TRIP,MAIN_TYPE_ACCOMMODATION,SEX,AGE,LABPROF_STATUS_C,TIME_PERIOD,OBS_VALUE,OBS_STATUS,NOTE_DS,NOTE_RESIDENCE_TERR,NOTE_DATA_TYPE,NOTE_MAIN_DESTINATION,NOTE_TYPE_TRIP,NOTE_MAIN_TYPE_ACCOMMODATION,NOTE_SEX,NOTE_AGE,NOTE_LABPROF_STATUS_C,NOTE_TIME_PERIOD,BASE_PER,UNIT_MEAS,UNIT_MULT
IT1:68_357_DF_DCCV_TURNOT_CAPI_1(1.0),A,IT,NI_IT_ABS_1,ITE1,HOLL,9,9,TOTAL,99,2020,18903,,,,,,,,,,,,,,
IT1:68_357_DF_DCCV_TURNOT_CAPI_1(1.0),A,IT,NI_IT_ABS_1,ITE1,HOLL,9,9,TOTAL,99,2021,17586,,,,,,,,,,,,,,
IT1:68_357_DF_DCCV_TURNOT_CAPI_1(1.0),A,IT,NI_IT_ABS_1,ITE1,HOLL,9,9,TOTAL,99,2022,20026,,,,,,,,,,,,,,
IT1:68_357_DF_DCCV_TURNOT_CAPI_1(1.0),A,IT,NI_IT_ABS_1,ITE1,HOLL,9,9,TOTAL,99,2023,18887,,,,,,,,,,,,,,
IT1:68_357_DF_DCCV_TURNOT_CAPI_1(1.0),A,IT,NI_IT_ABS_1,ITE1,HOLS,9,9,TOTAL,99,2019,6897,,,,,,,,,,,,,,
IT1:68_357_DF_DCCV_TURNOT_CAPI_1(1.0),A,IT,NI_IT_ABS_1,ITE1,HOLS,9,9,TOTAL,99,2020,3586,,,,,,,,,,,,,,
IT1:68_357_DF_DCCV_TURNOT_CAPI_1(1.0),A,IT,NI_IT_ABS_1,ITE1,HOLS,9,9,TOTAL,99,2021,3976,,,,,,,,,,,,,,
IT1:68_357_DF_DCCV_TURNOT_CAPI_1(1.0),A,IT,NI_IT_ABS_1,ITE1,HOLS,9,9,TOTAL,99,2022,5182,,,,,,,,,,,,,,
IT1:68_357_DF_DCCV_TURNOT_CAPI_1(1.0),A,IT,NI_IT_ABS_1,ITE1,HOLS,9,9,TOTAL,99,2023,4758,,,,,,,,,,,,,,
IT1:68_357_DF_DCCV_TURNOT_CAPI_1(1.0),A,IT,NI_IT_ABS_1,ITE1,TRIP,9,9,TOTAL,99,2019,23137,,,,,,,,,,,,,,
IT1:68_357_DF_DCCV_TURNOT_CAPI_1(1.0),A,IT,NI_IT_ABS_1,ITE1,TRIP,9,9,TOTAL,99,2020,23222,,,,,,,,,,,,,,
IT1:68_357_DF_DCCV_TURNOT_CAPI_1(1.0),A,IT,NI_IT_ABS_1,ITE1,TRIP,9,9,TOTAL,99,2021,22222,,,,,,,,,,,,,,
IT1:68_357_DF_DCCV_TURNOT_CAPI_1(1.0),A,IT,NI_IT_ABS_1,ITE1,TRIP,9,9,TOTAL,99,2022,26257,,,,,,,,,,,,,,
IT1:68_357_DF_DCCV_TURNOT_CAPI_1(1.0),A,IT,NI_IT_ABS_1,ITE1,TRIP,9,9,TOTAL,99,2023,24783,,,,,,,,,,,,,,
IT1:68_357_DF_DCCV_TURNOT_CAPI_1(1.0),A,IT,NI_IT_ABS_1,ITE2,BUS,9,9,TOTAL,99,2019,191,,,,,,,,,,,,,,
IT1:68_357_DF_DCCV_TURNOT_CAPI_1(1.0),A,IT,NI_IT_ABS_1,ITE2,BUS,9,9,TOTAL,99,2020,,0,,,,,,,,,,,,,
IT1:68_357_DF_DCCV_TURNOT_CAPI_1(1.0),A,IT,NI_IT_ABS_1,ITE2,BUS,9,9,TOTAL,99,2021,160,,,,,,,,,,,,,,
IT1:68_357_DF_DCCV_TURNOT_CAPI_1(1.0),A,IT,NI_IT_ABS_1,ITE2,BUS,9,9,TOTAL,99,2022,25,,,,,,,,,,,,,,
IT1:68_357_DF_DCCV_TURNOT_CAPI_1(1.0),A,IT,NI_IT_ABS_1,ITE2,BUS,9,9,TOTAL,99,2023,415,,,,,,,,,,,,,,
IT1:68_357_DF_DCCV_TURNOT_CAPI_1(1.0),A,IT,NI_IT_ABS_1,ITE2,HOL,9,9,TOTAL,99,2019,2694,,,,,,,,,,,,,,
IT1:68_357_DF_DCCV_TURNOT_CAPI_1(1.0),A,IT,NI_IT_ABS_1,ITE2,HOL,9,9,TOTAL,99,2020,1646,,,,,,,,,,,,,,
IT1:68_357_DF_DCCV_TURNOT_CAPI_1(1.0),A,IT,NI_IT_ABS_1,ITE2,HOL,9,9,TOTAL,99,2021,2481,,,,,,,,,,,,,,
IT1:68_357_DF_DCCV_TURNOT_CAPI_1(1.0),A,IT,NI_IT_ABS_1,ITE2,HOL,9,9,TOTAL,99,2022,3803,,,,,,,,,,,,,,
IT1:68_357_DF_DCCV_TURNOT_CAPI_1(1.0),A,IT,NI_IT_ABS_1,ITE2,HOL,9,9,TOTAL,99,2023,2336,,,,,,,,,,,,,,
IT1:68_357_DF_DCCV_TURNOT_CAPI_1(1.0),A,IT,NI_IT_ABS_1,ITE2,HOLL,9,9,TOTAL,99,2019,1490,,,,,,,,,,,,,,
IT1:68_357_DF_DCCV_TURNOT_CAPI_1(1.0),A,IT,NI_IT_ABS_1,ITE2,HOLL,9,9,TOTAL,99,2020,927,,,,,,,,,,,,,,
IT1:68_357_DF_DCCV_TURNOT_CAPI_1(1.0),A,IT,NI_IT_ABS_1,ITE2,HOLL,9,9,TOTAL,99,2021,1742,,,,,,,,,,,,,,
IT1:68_357_DF_DCCV_TURNOT_CAPI_1(1.0),A,IT,NI_IT_ABS_1,ITE2,HOLL,9,9,TOTAL,99,2022,2816,,,,,,,,,,,,,,
IT1:68_357_DF_DCCV_TURNOT_CAPI_1(1.0),A,IT,NI_IT_ABS_1,ITE2,HOLL,9,9,TOTAL,99,2023,742,,,,,,,,,,,,,,
IT1:68_357_DF_DCCV_TURNOT_CAPI_1(1.0),A,IT,NI_IT_ABS_1,ITE2,HOLS,9,9,TOTAL,99,2019,1205,,,,,,,,,,,,,,
IT1:68_357_DF_DCCV_TURNOT_CAPI_1(1.0),A,IT,NI_IT_ABS_1,ITE2,HOLS,9,9,TOTAL,99,2020,719,,,,,,,,,,,,,,
IT1:68_357_DF_DCCV_TURNOT_CAPI_1(1.0),A,IT,NI_IT_ABS_1,ITE2,HOLS,9,9,TOTAL,99,2021,740,,,,,,,,,,,,,,
IT1:68_357_DF_DCCV_TURNOT_CAPI_1(1.0),A,IT,NI_IT_ABS_1,ITE2,HOLS,9,9,TOTAL,99,2022,987,,,,,,,,,,,,,,
IT1:68_357_DF_DCCV_TURNOT_CAPI_1(1.0),A,IT,NI_IT_ABS_1,ITE2,HOLS,9,9,TOTAL,99,2023,1594,,,,,,,,,,,,,,
IT1:68_357_DF_DCCV_TURNOT_CAPI_1(1.0),A,IT,NI_IT_ABS_1,ITE2,TRIP,9,9,TOTAL,99,2019,2886,,,,,,,,,,,,,,
IT1:68_357_DF_DCCV_TURNOT_CAPI_1(1.0),A,IT,NI_IT_ABS_1,ITE2,TRIP,9,9,TOTAL,99,2020,1701,,,,,,,,,,,,,,
IT1:68_357_DF_DCCV_TURNOT_CAPI_1(1.0),A,IT,NI_IT_ABS_1,ITE2,TRIP,9,9,TOTAL,99,2021,2642,,,,,,,,,,,,,,
IT1:68_357_DF_DCCV_TURNOT_CAPI_1(1.0),A,IT,NI_IT_ABS_1,ITE2,TRIP,9,9,TOTAL,99,2022,3828,,,,,,,,,,,,,,
IT1:68_357_DF_DCCV_TURNOT_CAPI_1(1.0),A,IT,NI_IT_ABS_1,ITE2,TRIP,9,9,TOTAL,99,2023,2751,,,,,,,,,,,,,,
IT1:68_357_DF_DCCV_TURNOT_CAPI_1(1.0),A,IT,NI_IT_ABS_1,ITE3,BUS,9,9,TOTAL,99,2019,283,,,,,,,,,,,,,,
IT1:68_357_DF_DCCV_TURNOT_CAPI_1(1.0),A,IT,NI_IT_ABS_1,ITE3,BUS,9,9,TOTAL,99,2020,511,,,,,,,,,,,,,,
IT1:68_357_DF_DCCV_TURNOT_CAPI_1(1.0),A,IT,NI_IT_ABS_1,ITE3,BUS,9,9,TOTAL,99,2021,,0,,,,,,,,,,,,,
IT1:68_357_DF_DCCV_TURNOT_CAPI_1(1.0),A,IT,NI_IT_ABS_1,ITE3,BUS,9,9,TOTAL,99,2022,757,,,,,,,,,,,,,,
IT1:68_357_DF_DCCV_TURNOT_CAPI_1(1.0),A,IT,NI_IT_ABS_1,ITE3,BUS,9,9,TOTAL,99,2023,208,,,,,,,,,,,,,,
IT1:68_357_DF_DCCV_TURNOT_CAPI_1(1.0),A,IT,NI_IT_ABS_1,ITE3,HOL,9,9,TOTAL,99,2019,13584,,,,,,,,,,,,,,
IT1:68_357_DF_DCCV_TURNOT_CAPI_1(1.0),A,IT,NI_IT_ABS_1,ITE3,HOL,9,9,TOTAL,99,2020,7648,,,,,,,,,,,,,,
IT1:68_357_DF_DCCV_TURNOT_CAPI_1(1.0),A,IT,NI_IT_ABS_1,ITE3,HOL,9,9,TOTAL,99,2021,8601,,,,,,,,,,,,,,
IT1:68_357_DF_DCCV_TURNOT_CAPI_1(1.0),A,IT,NI_IT_ABS_1,ITE3,HOL,9,9,TOTAL,99,2022,7926,,,,,,,,,,,,,,
IT1:68_357_DF_DCCV_TURNOT_CAPI_1(1.0),A,IT,NI_IT_ABS_1,ITE3,HOL,9,9,TOTAL,99,2023,4735,,,,,,,,,,,,,,
IT1:68_357_DF_DCCV_TURNOT_CAPI_1(1.0),A,IT,NI_IT_ABS_1,ITE3,HOLL,9,9,TOTAL,99,2019,12313,,,,,,,,,,,,,,
IT1:68_357_DF_DCCV_TURNOT_CAPI_1(1.0),A,IT,NI_IT_ABS_1,ITE3,HOLL,9,9,TOTAL,99,2020,6588,,,,,,,,,,,,,,
IT1:68_357_DF_DCCV_TURNOT_CAPI_1(1.0),A,IT,NI_IT_ABS_1,ITE3,HOLL,9,9,TOTAL,99,2021,7562,,,,,,,,,,,,,,
IT1:68_357_DF_DCCV_TURNOT_CAPI_1(1.0),A,IT,NI_IT_ABS_1,ITE3,HOLL,9,9,TOTAL,99,2022,6837,,,,,,,,,,,,,,
IT1:68_357_DF_DCCV_TURNOT_CAPI_1(1.0),A,IT,NI_IT_ABS_1,ITE3,HOLL,9,9,TOTAL,99,2023,4139,,,,,,,,,,,,,,
IT1:68_357_DF_DCCV_TURNOT_CAPI_1(1.0),A,IT,NI_IT_ABS_1,ITE3,HOLS,9,9,TOTAL,99,2019,1272,,,,,,,,,,,,,,
IT1:68_357_DF_DCCV_TURNOT_CAPI_1(1.0),A,IT,NI_IT_ABS_1,ITE3,HOLS,9,9,TOTAL,99,2020,1060,,,,,,,,,,,,,,
IT1:68_357_DF_DCCV_TURNOT_CAPI_1(1.0),A,IT,NI_IT_ABS_1,ITE3,HOLS,9,9,TOTAL,99,2021,1039,,,,,,,,,,,,,,
IT1:68_357_DF_DCCV_TURNOT_CAPI_1(1.0),A,IT,NI_IT_ABS_1,ITE3,HOLS,9,9,TOTAL,99,2022,1089,,,,,,,,,,,,,,
IT1:68_357_DF_DCCV_TURNOT_CAPI_1(1.0),A,IT,NI_IT_ABS_1,ITE3,HOLS,9,9,TOTAL,99,2023,596,,,,,,,,,,,,,,
IT1:68_357_DF_DCCV_TURNOT_CAPI_1(1.0),A,IT,NI_IT_ABS_1,ITE3,TRIP,9,9,TOTAL,99,2019,13868,,,,,,,,,,,,,,
IT1:68_357_DF_DCCV_TURNOT_CAPI_1(1.0),A,IT,NI_IT_ABS_1,ITE3,TRIP,9,9,TOTAL,99,2020,8159,,,,,,,,,,,,,,
IT1:68_357_DF_DCCV_TURNOT_CAPI_1(1.0),A,IT,NI_IT_ABS_1,ITE3,TRIP,9,9,TOTAL,99,2021,8741,,,,,,,,,,,,,,
IT1:68_357_DF_DCCV_TURNOT_CAPI_1(1.0),A,IT,NI_IT_ABS_1,ITE3,TRIP,9,9,TOTAL,99,2022,8683,,,,,,,,,,,,,,
IT1:68_357_DF_DCCV_TURNOT_CAPI_1(1.0),A,IT,NI_IT_ABS_1,ITE3,TRIP,9,9,TOTAL,99,2023,4943,,,,,,,,,,,,,,
IT1:68_357_DF_DCCV_TURNOT_CAPI_1(1.0),A,IT,NI_IT_ABS_1,ITE4,BUS,9,9,TOTAL,99,2019,2271,,,,,,,,,,,,,,
IT1:68_357_DF_DCCV_TURNOT_CAPI_1(1.0),A,IT,NI_IT_ABS_1,ITE4,BUS,9,9,TOTAL,99,2020,621,,,,,,,,,,,,,,
IT1:68_357_DF_DCCV_TURNOT_CAPI_1(1.0),A,IT,NI_IT_ABS_1,ITE4,BUS,9,9,TOTAL,99,2021,2070,,,,,,,,,,,,,,
IT1:68_357_DF_DCCV_TURNOT_CAPI_1(1.0),A,IT,NI_IT_ABS_1,ITE4,BUS,9,9,TOTAL,99,2022,1002,,,,,,,,,,,,,,
IT1:68_357_DF_DCCV_TURNOT_CAPI_1(1.0),A,IT,NI_IT_ABS_1,ITE4,BUS,9,9,TOTAL,99,2023,3262,,,,,,,,,,,,,,
IT1:68_357_DF_DCCV_TURNOT_CAPI_1(1.0),A,IT,NI_IT_ABS_1,ITE4,HOL,9,9,TOTAL,99,2019,12455,,,,,,,,,,,,,,
IT1:68_357_DF_DCCV_TURNOT_CAPI_1(1.0),A,IT,NI_IT_ABS_1,ITE4,HOL,9,9,TOTAL,99,2020,6573,,,,,,,,,,,,,,
IT1:68_357_DF_DCCV_TURNOT_CAPI_1(1.0),A,IT,NI_IT_ABS_1,ITE4,HOL,9,9,TOTAL,99,2021,11381,,,,,,,,,,,,,,
IT1:68_357_DF_DCCV_TURNOT_CAPI_1(1.0),A,IT,NI_IT_ABS_1,ITE4,HOL,9,9,TOTAL,99,2022,13838,,,,,,,,,,,,,,
IT1:68_357_DF_DCCV_TURNOT_CAPI_1(1.0),A,IT,NI_IT_ABS_1,ITE4,HOL,9,9,TOTAL,99,2023,11656,,,,,,,,,,,,,,
IT1:68_357_DF_DCCV_TURNOT_CAPI_1(1.0),A,IT,NI_IT_ABS_1,ITE4,HOLL,9,9,TOTAL,99,2019,7793,,,,,,,,,,,,,,
IT1:68_357_DF_DCCV_TURNOT_CAPI_1(1.0),A,IT,NI_IT_ABS_1,ITE4,HOLL,9,9,TOTAL,99,2020,4142,,,,,,,,,,,,,,
IT1:68_357_DF_DCCV_TURNOT_CAPI_1(1.0),A,IT,NI_IT_ABS_1,ITE4,HOLL,9,9,TOTAL,99,2021,9680,,,,,,,,,,,,,,
IT1:68_357_DF_DCCV_TURNOT_CAPI_1(1.0),A,IT,NI_IT_ABS_1,ITE4,HOLL,9,9,TOTAL,99,2022,9726,,,,,,,,,,,,,,
IT1:68_357_DF_DCCV_TURNOT_CAPI_1(1.0),A,IT,NI_IT_ABS_1,ITE4,HOLL,9,9,TOTAL,99,2023,8575,,,,,,,,,,,,,,
IT1:68_357_DF_DCCV_TURNOT_CAPI_1(1.0),A,IT,NI_IT_ABS_1,ITE4,HOLS,9,9,TOTAL,99,2019,4662,,,,,,,,,,,,,,
IT1:68_357_DF_DCCV_TURNOT_CAPI_1(1.0),A,IT,NI_IT_ABS_1,ITE4,HOLS,9,9,TOTAL,99,2020,2431,,,,,,,,,,,,,,
IT1:68_357_DF_DCCV_TURNOT_CAPI_1(1.0),A,IT,NI_IT_ABS_1,ITE4,HOLS,9,9,TOTAL,99,2021,1701,,,,,,,,,,,,,,
IT1:68_357_DF_DCCV_TURNOT_CAPI_1(1.0),A,IT,NI_IT_ABS_1,ITE4,HOLS,9,9,TOTAL,99,2022,4113,,,,,,,,,,,,,,
IT1:68_357_DF_DCCV_TURNOT_CAPI_1(1.0),A,IT,NI_IT_ABS_1,ITE4,HOLS,9,9,TOTAL,99,2023,3081,,,,,,,,,,,,,,
IT1:68_357_DF_DCCV_TURNOT_CAPI_1(1.0),A,IT,NI_IT_ABS_1,ITE4,TRIP,9,9,TOTAL,99,2019,14727,,,,,,,,,,,,,,
IT1:68_357_DF_DCCV_TURNOT_CAPI_1(1.0),A,IT,NI_IT_ABS_1,ITE4,TRIP,9,9,TOTAL,99,2020,7195,,,,,,,,,,,,,,
IT1:68_357_DF_DCCV_TURNOT_CAPI_1(1.0),A,IT,NI_IT_ABS_1,ITE4,TRIP,9,9,TOTAL,99,2021,13451,,,,,,,,,,,,,,
IT1:68_357_DF_DCCV_TURNOT_CAPI_1(1.0),A,IT,NI_IT_ABS_1,ITE4,TRIP,9,9,TOTAL,99,2022,14840,,,,,,,,,,,,,,
IT1:68_357_DF_DCCV_TURNOT_CAPI_1(1.0),A,IT,NI_IT_ABS_1,ITE4,TRIP,9,9,TOTAL,99,2023,14919,,,,,,,,,,,,,,
IT1:68_357_DF_DCCV_TURNOT_CAPI_1(1.0),A,IT,NI_IT_ABS_1,ITF1,BUS,9,9,TOTAL,99,2019,150,,,,,,,,,,,,,,
IT1:68_357_DF_DCCV_TURNOT_CAPI_1(1.0),A,IT,NI_IT_ABS_1,ITF1,BUS,9,9,TOTAL,99,2020,,0,,,,,,,,,,,,,
IT1:68_357_DF_DCCV_TURNOT_CAPI_1(1.0),A,IT,NI_IT_ABS_1,ITF1,BUS,9,9,TOTAL,99,2021,126,,,,,,,,,,,,,,
IT1:68_357_DF_DCCV_TURNOT_CAPI_1(1.0),A,IT,NI_IT_ABS_1,ITF1,BUS,9,9,TOTAL,99,2022,,0,,,,,,,,,,,,,
IT1:68_357_DF_DCCV_TURNOT_CAPI_1(1.0),A,IT,NI_IT_ABS_1,ITF1,BUS,9,9,TOTAL,99,2023,120,,,,,,,,,,,,,,
IT1:68_357_DF_DCCV_TURNOT_CAPI_1(1.0),A,IT,NI_IT_ABS_1,ITF1,HOL,9,9,TOTAL,99,2019,8598,,,,,,,,,,,,,,
IT1:68_357_DF_DCCV_TURNOT_CAPI_1(1.0),A,IT,NI_IT_ABS_1,ITF1,HOL,9,9,TOTAL,99,2020,5180,,,,,,,,,,,,,,
IT1:68_357_DF_DCCV_TURNOT_CAPI_1(1.0),A,IT,NI_IT_ABS_1,ITF1,HOL,9,9,TOTAL,99,2021,7183,,,,,,,,,,,,,,
IT1:68_357_DF_DCCV_TURNOT_CAPI_1(1.0),A,IT,NI_IT_ABS_1,ITF1,HOL,9,9,TOTAL,99,2022,6799,,,,,,,,,,,,,,
IT1:68_357_DF_DCCV_TURNOT_CAPI_1(1.0),A,IT,NI_IT_ABS_1,ITF1,HOL,9,9,TOTAL,99,2023,7885,,,,,,,,,,,,,,
IT1:68_357_DF_DCCV_TURNOT_CAPI_1(1.0),A,IT,NI_IT_ABS_1,ITF1,HOLL,9,9,TOTAL,99,2019,7467,,,,,,,,,,,,,,
IT1:68_357_DF_DCCV_TURNOT_CAPI_1(1.0),A,IT,NI_IT_ABS_1,ITF1,HOLL,9,9,TOTAL,99,2020,4546,,,,,,,,,,,,,,
IT1:68_357_DF_DCCV_TURNOT_CAPI_1(1.0),A,IT,NI_IT_ABS_1,ITF1,HOLL,9,9,TOTAL,99,2021,6528,,,,,,,,,,,,,,
IT1:68_357_DF_DCCV_TURNOT_CAPI_1(1.0),A,IT,NI_IT_ABS_1,ITF1,HOLL,9,9,TOTAL,99,2022,5766,,,,,,,,,,,,,,
IT1:68_357_DF_DCCV_TURNOT_CAPI_1(1.0),A,IT,NI_IT_ABS_1,ITF1,HOLL,9,9,TOTAL,99,2023,7326,,,,,,,,,,,,,,
IT1:68_357_DF_DCCV_TURNOT_CAPI_1(1.0),A,IT,NI_IT_ABS_1,ITF1,HOLS,9,9,TOTAL,99,2019,1131,,,,,,,,,,,,,,
IT1:68_357_DF_DCCV_TURNOT_CAPI_1(1.0),A,IT,NI_IT_ABS_1,ITF1,HOLS,9,9,TOTAL,99,2020,634,,,,,,,,,,,,,,
IT1:68_357_DF_DCCV_TURNOT_CAPI_1(1.0),A,IT,NI_IT_ABS_1,ITF1,HOLS,9,9,TOTAL,99,2021,655,,,,,,,,,,,,,,
IT1:68_357_DF_DCCV_TURNOT_CAPI_1(1.0),A,IT,NI_IT_ABS_1,ITF1,HOLS,9,9,TOTAL,99,2022,1033,,,,,,,,,,,,,,
IT1:68_357_DF_DCCV_TURNOT_CAPI_1(1.0),A,IT,NI_IT_ABS_1,ITF1,HOLS,9,9,TOTAL,99,2023,560,,,,,,,,,,,,,,
IT1:68_357_DF_DCCV_TURNOT_CAPI_1(1.0),A,IT,NI_IT_ABS_1,ITF1,TRIP,9,9,TOTAL,99,2019,8748,,,,,,,,,,,,,,
IT1:68_357_DF_DCCV_TURNOT_CAPI_1(1.0),A,IT,NI_IT_ABS_1,ITF1,TRIP,9,9,TOTAL,99,2020,5378,,,,,,,,,,,,,,
IT1:68_357_DF_DCCV_TURNOT_CAPI_1(1.0),A,IT,NI_IT_ABS_1,ITF1,TRIP,9,9,TOTAL,99,2021,7308,,,,,,,,,,,,,,
IT1:68_357_DF_DCCV_TURNOT_CAPI_1(1.0),A,IT,NI_IT_ABS_1,ITF1,TRIP,9,9,TOTAL,99,2022,6908,,,,,,,,,,,,,,
IT1:68_357_DF_DCCV_TURNOT_CAPI_1(1.0),A,IT,NI_IT_ABS_1,ITF1,TRIP,9,9,TOTAL,99,2023,8005,,,,,,,,,,,,,,
IT1:68_357_DF_DCCV_TURNOT_CAPI_1(1.0),A,IT,NI_IT_ABS_1,ITF2,BUS,9,9,TOTAL,99,2019,,0,,,,,,,,,,,,,
IT1:68_357_DF_DCCV_TURNOT_CAPI_1(1.0),A,IT,NI_IT_ABS_1,ITF2,BUS,9,9,TOTAL,99,2020,,0,,,,,,,,,,,,,
IT1:68_357_DF_DCCV_TURNOT_CAPI_1(1.0),A,IT,NI_IT_ABS_1,ITF2,BUS,9,9,TOTAL,99,2021,0,,,,,,,,,,,,,,
IT1:68_357_DF_DCCV_TURNOT_CAPI_1(1.0),A,IT,NI_IT_ABS_1,ITF2,BUS,9,9,TOTAL,99,2022,,0,,,,,,,,,,,,,
IT1:68_357_DF_DCCV_TURNOT_CAPI_1(1.0),A,IT,NI_IT_ABS_1,ITF2,BUS,9,9,TOTAL,99,2023,0,,,,,,,,,,,,,,
IT1:68_357_DF_DCCV_TURNOT_CAPI_1(1.0),A,IT,NI_IT_ABS_1,ITF2,HOL,9,9,TOTAL,99,2019,4275,,,,,,,,,,,,,,
IT1:68_357_DF_DCCV_TURNOT_CAPI_1(1.0),A,IT,NI_IT_ABS_1,ITF2,HOL,9,9,TOTAL,99,2020,1245,,,,,,,,,,,,,,
IT1:68_357_DF_DCCV_TURNOT_CAPI_1(1.0),A,IT,NI_IT_ABS_1,ITF2,HOL,9,9,TOTAL,99,2021,1164,,,,,,,,,,,,,,
IT1:68_357_DF_DCCV_TURNOT_CAPI_1(1.0),A,IT,NI_IT_ABS_1,ITF2,HOL,9,9,TOTAL,99,2022,216,,,,,,,,,,,,,,
IT1:68_357_DF_DCCV_TURNOT_CAPI_1(1.0),A,IT,NI_IT_ABS_1,ITF2,HOL,9,9,TOTAL,99,2023,219,,,,,,,,,,,,,,
IT1:68_357_DF_DCCV_TURNOT_CAPI_1(1.0),A,IT,NI_IT_ABS_1,ITF2,HOLL,9,9,TOTAL,99,2019,4126,,,,,,,,,,,,,,
IT1:68_357_DF_DCCV_TURNOT_CAPI_1(1.0),A,IT,NI_IT_ABS_1,ITF2,HOLL,9,9,TOTAL,99,2020,1070,,,,,,,,,,,,,,
IT1:68_357_DF_DCCV_TURNOT_CAPI_1(1.0),A,IT,NI_IT_ABS_1,ITF2,HOLL,9,9,TOTAL,99,2021,1139,,,,,,,,,,,,,,
IT1:68_357_DF_DCCV_TURNOT_CAPI_1(1.0),A,IT,NI_IT_ABS_1,ITF2,HOLL,9,9,TOTAL,99,2022,211,,,,,,,,,,,,,,
IT1:68_357_DF_DCCV_TURNOT_CAPI_1(1.0),A,IT,NI_IT_ABS_1,ITF2,HOLL,9,9,TOTAL,99,2023,216,,,,,,,,,,,,,,
IT1:68_357_DF_DCCV_TURNOT_CAPI_1(1.0),A,IT,NI_IT_ABS_1,ITF2,HOLS,9,9,TOTAL,99,2019,149,,,,,,,,,,,,,,
IT1:68_357_DF_DCCV_TURNOT_CAPI_1(1.0),A,IT,NI_IT_ABS_1,ITF2,HOLS,9,9,TOTAL,99,2020,175,,,,,,,,,,,,,,
IT1:68_357_DF_DCCV_TURNOT_CAPI_1(1.0),A,IT,NI_IT_ABS_1,ITF2,HOLS,9,9,TOTAL,99,2021,,0,,,,,,,,,,,,,
IT1:68_357_DF_DCCV_TURNOT_CAPI_1(1.0),A,IT,NI_IT_ABS_1,ITF2,HOLS,9,9,TOTAL,99,2022,,0,,,,,,,,,,,,,
IT1:68_357_DF_DCCV_TURNOT_CAPI_1(1.0),A,IT,NI_IT_ABS_1,ITF2,HOLS,9,9,TOTAL,99,2023,,0,,,,,,,,,,,,,
IT1:68_357_DF_DCCV_TURNOT_CAPI_1(1.0),A,IT,NI_IT_ABS_1,ITF2,TRIP,9,9,TOTAL,99,2019,4281,,,,,,,,,,,,,,
IT1:68_357_DF_DCCV_TURNOT_CAPI_1(1.0),A,IT,NI_IT_ABS_1,ITF2,TRIP,9,9,TOTAL,99,2020,1341,,,,,,,,,,,,,,
IT1:68_357_DF_DCCV_TURNOT_CAPI_1(1.0),A,IT,NI_IT_ABS_1,ITF2,TRIP,9,9,TOTAL,99,2021,1164,,,,,,,,,,,,,,
IT1:68_357_DF_DCCV_TURNOT_CAPI_1(1.0),A,IT,NI_IT_ABS_1,ITF2,TRIP,9,9,TOTAL,99,2022,333,,,,,,,,,,,,,,
IT1:68_357_DF_DCCV_TURNOT_CAPI_1(1.0),A,IT,NI_IT_ABS_1,ITF2,TRIP,9,9,TOTAL,99,2023,219,,,,,,,,,,,,,,
IT1:68_357_DF_DCCV_TURNOT_CAPI_1(1.0),A,IT,NI_IT_ABS_1,ITF3,BUS,9,9,TOTAL,99,2019,744,,,,,,,,,,,,,,
IT1:68_357_DF_DCCV_TURNOT_CAPI_1(1.0),A,IT,NI_IT_ABS_1,ITF3,BUS,9,9,TOTAL,99,2020,221,,,,,,,,,,,,,,
IT1:68_357_DF_DCCV_TURNOT_CAPI_1(1.0),A,IT,NI_IT_ABS_1,ITF3,BUS,9,9,TOTAL,99,2021,345,,,,,,,,,,,,,,
IT1:68_357_DF_DCCV_TURNOT_CAPI_1(1.0),A,IT,NI_IT_ABS_1,ITF3,BUS,9,9,TOTAL,99,2022,469,,,,,,,,,,,,,,
IT1:68_357_DF_DCCV_TURNOT_CAPI_1(1.0),A,IT,NI_IT_ABS_1,ITF3,BUS,9,9,TOTAL,99,2023,429,,,,,,,,,,,,,,
IT1:68_357_DF_DCCV_TURNOT_CAPI_1(1.0),A,IT,NI_IT_ABS_1,ITF3,HOL,9,9,TOTAL,99,2019,15026,,,,,,,,,,,,,,
IT1:68_357_DF_DCCV_TURNOT_CAPI_1(1.0),A,IT,NI_IT_ABS_1,ITF3,HOL,9,9,TOTAL,99,2020,13807,,,,,,,,,,,,,,
IT1:68_357_DF_DCCV_TURNOT_CAPI_1(1.0),A,IT,NI_IT_ABS_1,ITF3,HOL,9,9,TOTAL,99,2021,16373,,,,,,,,,,,,,,
IT1:68_357_DF_DCCV_TURNOT_CAPI_1(1.0),A,IT,NI_IT_ABS_1,ITF3,HOL,9,9,TOTAL,99,2022,17383,,,,,,,,,,,,,,
IT1:68_357_DF_DCCV_TURNOT_CAPI_1(1.0),A,IT,NI_IT_ABS_1,ITF3,HOL,9,9,TOTAL,99,2023,17797,,,,,,,,,,,,,,
IT1:68_357_DF_DCCV_TURNOT_CAPI_1(1.0),A,IT,NI_IT_ABS_1,ITF3,HOLL,9,9,TOTAL,99,2019,13204,,,,,,,,,,,,,,
