"ITTER107","Territorio","TIPO_DATO7","Indicatori","CORREZ","Correzione","TIPO_ALLOGGIO2","Tipologia di esercizio","ATECO_2007","Ateco 2007","ISO","Paese di residenza dei clienti","TIPOITTER1A","Tipo di località","TIME","Seleziona periodo","Value","Flag Codes","Flags"
"IT","Italia","AR","arrivi ","N","dati grezzi","ALL","totale esercizi ricettivi","551_553","alberghi e strutture simili, alloggi per vacanze e altre strutture per brevi soggiorni, aree di campeggio e aree attrezzate per camper e roulotte","IT","Italia","ALL","tutte le voci","2017-01","Gen-2017",3423428,,
"IT","Italia","AR","arrivi ","N","dati grezzi","ALL","totale esercizi ricettivi","551_553","alberghi e strutture simili, alloggi per vacanze e altre strutture per brevi soggiorni, aree di campeggio e aree attrezzate per camper e roulotte","IT","Italia","ALL","tutte le voci","2017-02","Feb-2017",3419167,,
"IT","Italia","AR","arrivi ","N","dati grezzi","ALL","totale esercizi ricettivi","551_553","alberghi e strutture simili, alloggi per vacanze e altre strutture per brevi soggiorni, aree di campeggio e aree attrezzate per camper e roulotte","IT","Italia","ALL","tutte le voci","2017-03","Mar-2017",3950267,,
"IT","Italia","AR","arrivi ","N","dati grezzi","ALL","totale esercizi ricettivi","551_553","alberghi e strutture simili, alloggi per vacanze e altre strutture per brevi soggiorni, aree di campeggio e aree attrezzate per camper e roulotte","IT","Italia","ALL","tutte le voci","2017-04","Apr-2017",5463305,,
"IT","Italia","AR","arrivi ","N","dati grezzi","ALL","totale esercizi ricettivi","551_553","alberghi e strutture simili, alloggi per vacanze e altre strutture per brevi soggiorni, aree di campeggio e aree attrezzate per camper e roulotte","IT","Italia","ALL","tutte le voci","2017-05","Mag-2017",4598373,,
"IT","Italia","AR","arrivi ","N","dati grezzi","ALL","totale esercizi ricettivi","551_553","alberghi e strutture simili, alloggi per vacanze e altre strutture per brevi soggiorni, aree di campeggio e aree attrezzate per camper e roulotte","IT","Italia","ALL","tutte le voci","2017-06","Giu-2017",7254203,,
"IT","Italia","AR","arrivi ","N","dati grezzi","ALL","totale esercizi ricettivi","551_553","alberghi e strutture simili, alloggi per vacanze e altre strutture per brevi soggiorni, aree di campeggio e aree attrezzate per camper e roulotte","IT","Italia","ALL","tutte le voci","2017-07","Lug-2017",8348020,,
"IT","Italia","AR","arrivi ","N","dati grezzi","ALL","totale esercizi ricettivi","551_553","alberghi e strutture simili, alloggi per vacanze e altre strutture per brevi soggiorni, aree di campeggio e aree attrezzate per camper e roulotte","IT","Italia","ALL","tutte le voci","2017-08","Ago-2017",9201254,,
"IT","Italia","AR","arrivi ","N","dati grezzi","ALL","totale esercizi ricettivi","551_553","alberghi e strutture simili, alloggi per vacanze e altre strutture per brevi soggiorni, aree di campeggio e aree attrezzate per camper e roulotte","IT","Italia","ALL","tutte le voci","2017-09","Set-2017",5326498,,
"IT","Italia","AR","arrivi ","N","dati grezzi","ALL","totale esercizi ricettivi","551_553","alberghi e strutture simili, alloggi per vacanze e altre strutture per brevi soggiorni, aree di campeggio e aree attrezzate per camper e roulotte","IT","Italia","ALL","tutte le voci","2017-10","Ott-2017",3920493,,
"IT","Italia","AR","arrivi ","N","dati grezzi","ALL","totale esercizi ricettivi","551_553","alberghi e strutture simili, alloggi per vacanze e altre strutture per brevi soggiorni, aree di campeggio e aree attrezzate per camper e roulotte","IT","Italia","ALL","tutte le voci","2017-11","Nov-2017",3314708,,
"IT","Italia","AR","arrivi ","N","dati grezzi","ALL","totale esercizi ricettivi","551_553","alberghi e strutture simili, alloggi per vacanze e altre strutture per brevi soggiorni, aree di campeggio e aree attrezzate per camper e roulotte","IT","Italia","ALL","tutte le voci","2017-12","Dic-2017",4452650,,
"IT","Italia","AR","arrivi ","N","dati grezzi","ALL","totale esercizi ricettivi","551_553","alberghi e strutture simili, alloggi per vacanze e altre strutture per brevi soggiorni, aree di campeggio e aree attrezzate per camper e roulotte","IT","Italia","ALL","tutte le voci","2018-01","Gen-2018",3574125,,
"IT","Italia","AR","arrivi ","N","dati grezzi","ALL","totale esercizi ricettivi","551_553","alberghi e strutture simili, alloggi per vacanze e altre strutture per brevi soggiorni, aree di campeggio e aree attrezzate per camper e roulotte","IT","Italia","ALL","tutte le voci","2018-02","Feb-2018",3534342,,
"IT","Italia","AR","arrivi ","N","dati grezzi","ALL","totale esercizi ricettivi","551_553","alberghi e strutture simili, alloggi per vacanze e altre strutture per brevi soggiorni, aree di campeggio e aree attrezzate per camper e roulotte","IT","Italia","ALL","tutte le voci","2018-03","Mar-2018",4347264,,
"IT","Italia","AR","arrivi ","N","dati grezzi","ALL","totale esercizi ricettivi","551_553","alberghi e strutture simili, alloggi per vacanze e altre strutture per brevi soggiorni, aree di campeggio e aree attrezzate per camper e roulotte","IT","Italia","ALL","tutte le voci","2018-04","Apr-2018",5275933,,
"IT","Italia","AR","arrivi ","N","dati grezzi","ALL","totale esercizi ricettivi","551_553","alberghi e strutture simili, alloggi per vacanze e altre strutture per brevi soggiorni, aree di campeggio e aree attrezzate per camper e roulotte","IT","Italia","ALL","tutte le voci","2018-05","Mag-2018",4845996,,
"IT","Italia","AR","arrivi ","N","dati grezzi","ALL","totale esercizi ricettivi","551_553","alberghi e strutture simili, alloggi per vacanze e altre strutture per brevi soggiorni, aree di campeggio e aree attrezzate per camper e roulotte","IT","Italia","ALL","tutte le voci","2018-06","Giu-2018",7669454,,
"IT","Italia","AR","arrivi ","N","dati grezzi","ALL","totale esercizi ricettivi","551_553","alberghi e strutture simili, alloggi per vacanze e altre strutture per brevi soggiorni, aree di campeggio e aree attrezzate per camper e roulotte","IT","Italia","ALL","tutte le voci","2018-07","Lug-2018",8133578,,
"IT","Italia","AR","arrivi ","N","dati grezzi","ALL","totale esercizi ricettivi","551_553","alberghi e strutture simili, alloggi per vacanze e altre strutture per brevi soggiorni, aree di campeggio e aree attrezzate per camper e roulotte","IT","Italia","ALL","tutte le voci","2018-08","Ago-2018",9442327,,
"IT","Italia","AR","arrivi ","N","dati grezzi","ALL","totale esercizi ricettivi","551_553","alberghi e strutture simili, alloggi per vacanze e altre strutture per brevi soggiorni, aree di campeggio e aree attrezzate per camper e roulotte","IT","Italia","ALL","tutte le voci","2018-09","Set-2018",5829197,,
"IT","Italia","AR","arrivi ","N","dati grezzi","ALL","totale esercizi ricettivi","551_553","alberghi e strutture simili, alloggi per vacanze e altre strutture per brevi soggiorni, aree di campeggio e aree attrezzate per camper e roulotte","IT","Italia","ALL","tutte le voci","2018-10","Ott-2018",4015710,,
"IT","Italia","AR","arrivi ","N","dati grezzi","ALL","totale esercizi ricettivi","551_553","alberghi e strutture simili, alloggi per vacanze e altre strutture per brevi soggiorni, aree di campeggio e aree attrezzate per camper e roulotte","IT","Italia","ALL","tutte le voci","2018-11","Nov-2018",3710370,,
"IT","Italia","AR","arrivi ","N","dati grezzi","ALL","totale esercizi ricettivi","551_553","alberghi e strutture simili, alloggi per vacanze e altre strutture per brevi soggiorni, aree di campeggio e aree attrezzate per camper e roulotte","IT","Italia","ALL","tutte le voci","2018-12","Dic-2018",4527433,,
"IT","Italia","AR","arrivi ","N","dati grezzi","ALL","totale esercizi ricettivi","551_553","alberghi e strutture simili, alloggi per vacanze e altre strutture per brevi soggiorni, aree di campeggio e aree attrezzate per camper e roulotte","IT","Italia","ALL","tutte le voci","2019-01","Gen-2019",3494117,,
"IT","Italia","AR","arrivi ","N","dati grezzi","ALL","totale esercizi ricettivi","551_553","alberghi e strutture simili, alloggi per vacanze e altre strutture per brevi soggiorni, aree di campeggio e aree attrezzate per camper e roulotte","IT","Italia","ALL","tutte le voci","2019-02","Feb-2019",3608671,,
"IT","Italia","AR","arrivi ","N","dati grezzi","ALL","totale esercizi ricettivi","551_553","alberghi e strutture simili, alloggi per vacanze e altre strutture per brevi soggiorni, aree di campeggio e aree attrezzate per camper e roulotte","IT","Italia","ALL","tutte le voci","2019-03","Mar-2019",4491471,,
"IT","Italia","AR","arrivi ","N","dati grezzi","ALL","totale esercizi ricettivi","551_553","alberghi e strutture simili, alloggi per vacanze e altre strutture per brevi soggiorni, aree di campeggio e aree attrezzate per camper e roulotte","IT","Italia","ALL","tutte le voci","2019-04","Apr-2019",5512091,,
"IT","Italia","AR","arrivi ","N","dati grezzi","ALL","totale esercizi ricettivi","551_553","alberghi e strutture simili, alloggi per vacanze e altre strutture per brevi soggiorni, aree di campeggio e aree attrezzate per camper e roulotte","IT","Italia","ALL","tutte le voci","2019-05","Mag-2019",4938497,,
"IT","Italia","AR","arrivi ","N","dati grezzi","ALL","totale esercizi ricettivi","551_553","alberghi e strutture simili, alloggi per vacanze e altre strutture per brevi soggiorni, aree di campeggio e aree attrezzate per camper e roulotte","IT","Italia","ALL","tutte le voci","2019-06","Giu-2019",7651065,,
"IT","Italia","AR","arrivi ","N","dati grezzi","ALL","totale esercizi ricettivi","551_553","alberghi e strutture simili, alloggi per vacanze e altre strutture per brevi soggiorni, aree di campeggio e aree attrezzate per camper e roulotte","IT","Italia","ALL","tutte le voci","2019-07","Lug-2019",8136477,,
"IT","Italia","AR","arrivi ","N","dati grezzi","ALL","totale esercizi ricettivi","551_553","alberghi e strutture simili, alloggi per vacanze e altre strutture per brevi soggiorni, aree di campeggio e aree attrezzate per camper e roulotte","IT","Italia","ALL","tutte le voci","2019-08","Ago-2019",10075746,,
"IT","Italia","AR","arrivi ","N","dati grezzi","ALL","totale esercizi ricettivi","551_553","alberghi e strutture simili, alloggi per vacanze e altre strutture per brevi soggiorni, aree di campeggio e aree attrezzate per camper e roulotte","IT","Italia","ALL","tutte le voci","2019-09","Set-2019",5750686,,
"IT","Italia","AR","arrivi ","N","dati grezzi","ALL","totale esercizi ricettivi","551_553","alberghi e strutture simili, alloggi per vacanze e altre strutture per brevi soggiorni, aree di campeggio e aree attrezzate per camper e roulotte","IT","Italia","ALL","tutte le voci","2019-10","Ott-2019",4307222,,
"IT","Italia","AR","arrivi ","N","dati grezzi","ALL","totale esercizi ricettivi","551_553","alberghi e strutture simili, alloggi per vacanze e altre strutture per brevi soggiorni, aree di campeggio e aree attrezzate per camper e roulotte","IT","Italia","ALL","tutte le voci","2019-11","Nov-2019",3904888,,
"IT","Italia","AR","arrivi ","N","dati grezzi","ALL","totale esercizi ricettivi","551_553","alberghi e strutture simili, alloggi per vacanze e altre strutture per brevi soggiorni, aree di campeggio e aree attrezzate per camper e roulotte","IT","Italia","ALL","tutte le voci","2019-12","Dic-2019",4500502,,
"IT","Italia","AR","arrivi ","N","dati grezzi","ALL","totale esercizi ricettivi","551_553","alberghi e strutture simili, alloggi per vacanze e altre strutture per brevi soggiorni, aree di campeggio e aree attrezzate per camper e roulotte","IT","Italia","ALL","tutte le voci","2020-01","Gen-2020",3790363,,
"IT","Italia","AR","arrivi ","N","dati grezzi","ALL","totale esercizi ricettivi","551_553","alberghi e strutture simili, alloggi per vacanze e altre strutture per brevi soggiorni, aree di campeggio e aree attrezzate per camper e roulotte","IT","Italia","ALL","tutte le voci","2020-02","Feb-2020",3445392,,
"IT","Italia","AR","arrivi ","N","dati grezzi","ALL","totale esercizi ricettivi","551_553","alberghi e strutture simili, alloggi per vacanze e altre strutture per brevi soggiorni, aree di campeggio e aree attrezzate per camper e roulotte","IT","Italia","ALL","tutte le voci","2020-03","Mar-2020",598671,,
"IT","Italia","AR","arrivi ","N","dati grezzi","ALL","totale esercizi ricettivi","551_553","alberghi e strutture simili, alloggi per vacanze e altre strutture per brevi soggiorni, aree di campeggio e aree attrezzate per camper e roulotte","IT","Italia","ALL","tutte le voci","2020-04","Apr-2020",71782,,
"IT","Italia","AR","arrivi ","N","dati grezzi","ALL","totale esercizi ricettivi","551_553","alberghi e strutture simili, alloggi per vacanze e altre strutture per brevi soggiorni, aree di campeggio e aree attrezzate per camper e roulotte","IT","Italia","ALL","tutte le voci","2020-05","Mag-2020",487952,,
"IT","Italia","AR","arrivi ","N","dati grezzi","ALL","totale esercizi ricettivi","551_553","alberghi e strutture simili, alloggi per vacanze e altre strutture per brevi soggiorni, aree di campeggio e aree attrezzate per camper e roulotte","IT","Italia","ALL","tutte le voci","2020-06","Giu-2020",3224822,,
"IT","Italia","AR","arrivi ","N","dati grezzi","ALL","totale esercizi ricettivi","551_553","alberghi e strutture simili, alloggi per vacanze e altre strutture per brevi soggiorni, aree di campeggio e aree attrezzate per camper e roulotte","IT","Italia","ALL","tutte le voci","2020-07","Lug-2020",7212450,,
"IT","Italia","AR","arrivi ","N","dati grezzi","ALL","totale esercizi ricettivi","551_553","alberghi e strutture simili, alloggi per vacanze e altre strutture per brevi soggiorni, aree di campeggio e aree attrezzate per camper e roulotte","IT","Italia","ALL","tutte le voci","2020-08","Ago-2020",10694484,,
"IT","Italia","AR","arrivi ","N","dati grezzi","ALL","totale esercizi ricettivi","551_553","alberghi e strutture simili, alloggi per vacanze e altre strutture per brevi soggiorni, aree di campeggio e aree attrezzate per camper e roulotte","IT","Italia","ALL","tutte le voci","2020-09","Set-2020",5223385,,
"IT","Italia","AR","arrivi ","N","dati grezzi","ALL","totale esercizi ricettivi","551_553","alberghi e strutture simili, alloggi per vacanze e altre strutture per brevi soggiorni, aree di campeggio e aree attrezzate per camper e roulotte","IT","Italia","ALL","tutte le voci","2020-10","Ott-2020",2666814,,
"IT","Italia","AR","arrivi ","N","dati grezzi","ALL","totale esercizi ricettivi","551_553","alberghi e strutture simili, alloggi per vacanze e altre strutture per brevi soggiorni, aree di campeggio e aree attrezzate per camper e roulotte","IT","Italia","ALL","tutte le voci","2020-11","Nov-2020",864784,,
"IT","Italia","AR","arrivi ","N","dati grezzi","ALL","totale esercizi ricettivi","551_553","alberghi e strutture simili, alloggi per vacanze e altre strutture per brevi soggiorni, aree di campeggio e aree attrezzate per camper e roulotte","IT","Italia","ALL","tutte le voci","2020-12","Dic-2020",909328,,
"IT","Italia","AR","arrivi ","N","dati grezzi","ALL","totale esercizi ricettivi","551_553","alberghi e strutture simili, alloggi per vacanze e altre strutture per brevi soggiorni, aree di campeggio e aree attrezzate per camper e roulotte","IT","Italia","ALL","tutte le voci","2021-01","Gen-2021",963909,,
"IT","Italia","AR","arrivi ","N","dati grezzi","ALL","totale esercizi ricettivi","551_553","alberghi e strutture simili, alloggi per vacanze e altre strutture per brevi soggiorni, aree di campeggio e aree attrezzate per camper e roulotte","IT","Italia","ALL","tutte le voci","2021-02","Feb-2021",1447175,,
"IT","Italia","AR","arrivi ","N","dati grezzi","ALL","totale esercizi ricettivi","551_553","alberghi e strutture simili, alloggi per vacanze e altre strutture per brevi soggiorni, aree di campeggio e aree attrezzate per camper e roulotte","IT","Italia","ALL","tutte le voci","2021-03","Mar-2021",1132137,,
"IT","Italia","AR","arrivi ","N","dati grezzi","ALL","totale esercizi ricettivi","551_553","alberghi e strutture simili, alloggi per vacanze e altre strutture per brevi soggiorni, aree di campeggio e aree attrezzate per camper e roulotte","IT","Italia","ALL","tutte le voci","2021-04","Apr-2021",1236637,,
"IT","Italia","AR","arrivi ","N","dati grezzi","ALL","totale esercizi ricettivi","551_553","alberghi e strutture simili, alloggi per vacanze e altre strutture per brevi soggiorni, aree di campeggio e aree attrezzate per camper e roulotte","IT","Italia","ALL","tutte le voci","2021-05","Mag-2021",3230824,,
"IT","Italia","AR","arrivi ","N","dati grezzi","ALL","totale esercizi ricettivi","551_553","alberghi e strutture simili, alloggi per vacanze e altre strutture per brevi soggiorni, aree di campeggio e aree attrezzate per camper e roulotte","IT","Italia","ALL","tutte le voci","2021-06","Giu-2021",6477333,,
"IT","Italia","AR","arrivi ","N","dati grezzi","ALL","totale esercizi ricettivi","551_553","alberghi e strutture simili, alloggi per vacanze e altre strutture per brevi soggiorni, aree di campeggio e aree attrezzate per camper e roulotte","IT","Italia","ALL","tutte le voci","2021-07","Lug-2021",9206456,,
"IT","Italia","AR","arrivi ","N","dati grezzi","ALL","totale esercizi ricettivi","551_553","alberghi e strutture simili, alloggi per vacanze e altre strutture per brevi soggiorni, aree di campeggio e aree attrezzate per camper e roulotte","IT","Italia","ALL","tutte le voci","2021-08","Ago-2021",10639165,,
"IT","Italia","AR","arrivi ","N","dati grezzi","ALL","totale esercizi ricettivi","551_553","alberghi e strutture simili, alloggi per vacanze e altre strutture per brevi soggiorni, aree di campeggio e aree attrezzate per camper e roulotte","IT","Italia","ALL","tutte le voci","2021-09","Set-2021",6060313,,
"IT","Italia","AR","arrivi ","N","dati grezzi","ALL","totale esercizi ricettivi","551_553","alberghi e strutture simili, alloggi per vacanze e altre strutture per brevi soggiorni, aree di campeggio e aree attrezzate per camper e roulotte","IT","Italia","ALL","tutte le voci","2021-10","Ott-2021",4722197,,
"IT","Italia","AR","arrivi ","N","dati grezzi","ALL","totale esercizi ricettivi","551_553","alberghi e strutture simili, alloggi per vacanze e altre strutture per brevi soggiorni, aree di campeggio e aree attrezzate per camper e roulotte","IT","Italia","ALL","tutte le voci","2021-11","Nov-2021",3029402,,
"IT","Italia","AR","arrivi ","N","dati grezzi","ALL","totale esercizi ricettivi","551_553","alberghi e strutture simili, alloggi per vacanze e altre strutture per brevi soggiorni, aree di campeggio e aree attrezzate per camper e roulotte","IT","Italia","ALL","tutte le voci","2021-12","Dic-2021",3622202,,
"IT","Italia","AR","arrivi ","N","dati grezzi","ALL","totale esercizi ricettivi","551_553","alberghi e strutture simili, alloggi per vacanze e altre strutture per brevi soggiorni, aree di campeggio e aree attrezzate per camper e roulotte","IT","Italia","ALL","tutte le voci","2022-01","Gen-2022",2743203,,
"IT","Italia","AR","arrivi ","N","dati grezzi","ALL","totale esercizi ricettivi","551_553","alberghi e strutture simili, alloggi per vacanze e altre strutture per brevi soggiorni, aree di campeggio e aree attrezzate per camper e roulotte","IT","Italia","ALL","tutte le voci","2022-02","Feb-2022",3038814,,
"IT","Italia","AR","arrivi ","N","dati grezzi","ALL","totale esercizi ricettivi","551_553","alberghi e strutture simili, alloggi per vacanze e altre strutture per brevi soggiorni, aree di campeggio e aree attrezzate per camper e roulotte","IT","Italia","ALL","tutte le voci","2022-03","Mar-2022",3367505,,
"IT","Italia","AR","arrivi ","N","dati grezzi","ALL","totale esercizi ricettivi","551_553","alberghi e strutture simili, alloggi per vacanze e altre strutture per brevi soggiorni, aree di campeggio e aree attrezzate per camper e roulotte","IT","Italia","ALL","tutte le voci","2022-04","Apr-2022",4909868,,
"IT","Italia","AR","arrivi ","N","dati grezzi","ALL","totale esercizi ricettivi","551_553","alberghi e strutture simili, alloggi per vacanze e altre strutture per brevi soggiorni, aree di campeggio e aree attrezzate per camper e roulotte","IT","Italia","ALL","tutte le voci","2022-05","Mag-2022",4965785,,
"IT","Italia","AR","arrivi ","N","dati grezzi","ALL","totale esercizi ricettivi","551_553","alberghi e strutture simili, alloggi per vacanze e altre strutture per brevi soggiorni, aree di campeggio e aree attrezzate per camper e roulotte","IT","Italia","ALL","tutte le voci","2022-06","Giu-2022",7766741,,
"IT","Italia","AR","arrivi ","N","dati grezzi","ALL","totale esercizi ricettivi","551_553","alberghi e strutture simili, alloggi per vacanze e altre strutture per brevi soggiorni, aree di campeggio e aree attrezzate per camper e roulotte","IT","Italia","ALL","tutte le voci","2022-07","Lug-2022",9022149,,
"IT","Italia","AR","arrivi ","N","dati grezzi","ALL","totale esercizi ricettivi","551_553","alberghi e strutture simili, alloggi per vacanze e altre strutture per brevi soggiorni, aree di campeggio e aree attrezzate per camper e roulotte","IT","Italia","ALL","tutte le voci","2022-08","Ago-2022",9615136,,
"IT","Italia","AR","arrivi ","N","dati grezzi","ALL","totale esercizi ricettivi","551_553","alberghi e strutture simili, alloggi per vacanze e altre strutture per brevi soggiorni, aree di campeggio e aree attrezzate per camper e roulotte","IT","Italia","ALL","tutte le voci","2022-09","Set-2022",5781883,,
"IT","Italia","AR","arrivi ","N","dati grezzi","ALL","totale esercizi ricettivi","551_553","alberghi e strutture simili, alloggi per vacanze e altre strutture per brevi soggiorni, aree di campeggio e aree attrezzate per camper e roulotte","IT","Italia","ALL","tutte le voci","2022-10","Ott-2022",4658979,,
"IT","Italia","AR","arrivi ","N","dati grezzi","ALL","totale esercizi ricettivi","551_553","alberghi e strutture simili, alloggi per vacanze e altre strutture per brevi soggiorni, aree di campeggio e aree attrezzate per camper e roulotte","IT","Italia","ALL","tutte le voci","2022-11","Nov-2022",3268836,,
"IT","Italia","AR","arrivi ","N","dati grezzi","ALL","totale esercizi ricettivi","551_553","alberghi e strutture simili, alloggi per vacanze e altre strutture per brevi soggiorni, aree di campeggio e aree attrezzate per camper e roulotte","IT","Italia","ALL","tutte le voci","2022-12","Dic-2022",4288882,,
"IT","Italia","AR","arrivi ","N","dati grezzi","ALL","totale esercizi ricettivi","551_553","alberghi e strutture simili, alloggi per vacanze e altre strutture per brevi soggiorni, aree di campeggio e aree attrezzate per camper e roulotte","IT","Italia","ALL","tutte le voci","2023-01","Gen-2023",3908885,,
"IT","Italia","AR","arrivi ","N","dati grezzi","ALL","totale esercizi ricettivi","551_553","alberghi e strutture simili, alloggi per vacanze e altre strutture per brevi soggiorni, aree di campeggio e aree attrezzate per camper e roulotte","IT","Italia","ALL","tutte le voci","2023-02","Feb-2023",3598537,,
"IT","Italia","AR","arrivi ","N","dati grezzi","ALL","totale esercizi ricettivi","551_553","alberghi e strutture simili, alloggi per vacanze e altre strutture per brevi soggiorni, aree di campeggio e aree attrezzate per camper e roulotte","IT","Italia","ALL","tutte le voci","2023-03","Mar-2023",4062227,,
"IT","Italia","AR","arrivi ","N","dati grezzi","ALL","totale esercizi ricettivi","551_553","alberghi e strutture simili, alloggi per vacanze e altre strutture per brevi soggiorni, aree di campeggio e aree attrezzate per camper e roulotte","IT","Italia","ALL","tutte le voci","2023-04","Apr-2023",5545985,,
"IT","Italia","AR","arrivi ","N","dati grezzi","ALL","totale esercizi ricettivi","551_553","alberghi e strutture simili, alloggi per vacanze e altre strutture per brevi soggiorni, aree di campeggio e aree attrezzate per camper e roulotte","IT","Italia","ALL","tutte le voci","2023-05","Mag-2023",4622482,,
"IT","Italia","AR","arrivi ","N","dati grezzi","ALL","totale esercizi ricettivi","551_553","alberghi e strutture simili, alloggi per vacanze e altre strutture per brevi soggiorni, aree di campeggio e aree attrezzate per camper e roulotte","IT","Italia","ALL","tutte le voci","2023-06","Giu-2023",7537098,,
"IT","Italia","AR","arrivi ","N","dati grezzi","ALL","totale esercizi ricettivi","551_553","alberghi e strutture simili, alloggi per vacanze e altre strutture per brevi soggiorni, aree di campeggio e aree attrezzate per camper e roulotte","IT","Italia","ALL","tutte le voci","2023-07","Lug-2023",8852471,,
"IT","Italia","AR","arrivi ","N","dati grezzi","ALL","totale esercizi ricettivi","551_553","alberghi e strutture simili, alloggi per vacanze e altre strutture per brevi soggiorni, aree di campeggio e aree attrezzate per camper e roulotte","IT","Italia","ALL","tutte le voci","2023-08","Ago-2023",9272597,,
"IT","Italia","AR","arrivi ","N","dati grezzi","ALL","totale esercizi ricettivi","551_553","alberghi e strutture simili, alloggi per vacanze e altre strutture per brevi soggiorni, aree di campeggio e aree attrezzate per camper e roulotte","IT","Italia","ALL","tutte le voci","2023-09","Set-2023",6112508,,
"IT","Italia","AR","arrivi ","N","dati grezzi","ALL","totale esercizi ricettivi","551_553","alberghi e strutture simili, alloggi per vacanze e altre strutture per brevi soggiorni, aree di campeggio e aree attrezzate per camper e roulotte","IT","Italia","ALL","tutte le voci","2023-10","Ott-2023",4125978,,
"IT","Italia","AR","arrivi ","N","dati grezzi","ALL","totale esercizi ricettivi","551_553","alberghi e strutture simili, alloggi per vacanze e altre strutture per brevi soggiorni, aree di campeggio e aree attrezzate per camper e roulotte","IT","Italia","ALL","tutte le voci","2023-11","Nov-2023",3500553,,
"IT","Italia","AR","arrivi ","N","dati grezzi","ALL","totale esercizi ricettivi","551_553","alberghi e strutture simili, alloggi per vacanze e altre strutture per brevi soggiorni, aree di campeggio e aree attrezzate per camper e roulotte","IT","Italia","ALL","tutte le voci","2023-12","Dic-2023",4619333,,
"IT","Italia","AR","arrivi ","N","dati grezzi","ALL","totale esercizi ricettivi","551_553","alberghi e strutture simili, alloggi per vacanze e altre strutture per brevi soggiorni, aree di campeggio e aree attrezzate per camper e roulotte","IT","Italia","TOUR","località di interesse turistico","2017-01","Gen-2017",2611654,,
"IT","Italia","AR","arrivi ","N","dati grezzi","ALL","totale esercizi ricettivi","551_553","alberghi e strutture simili, alloggi per vacanze e altre strutture per brevi soggiorni, aree di campeggio e aree attrezzate per camper e roulotte","IT","Italia","TOUR","località di interesse turistico","2017-02","Feb-2017",2580772,,
"IT","Italia","AR","arrivi ","N","dati grezzi","ALL","totale esercizi ricettivi","551_553","alberghi e strutture simili, alloggi per vacanze e altre strutture per brevi soggiorni, aree di campeggio e aree attrezzate per camper e roulotte","IT","Italia","TOUR","località di interesse turistico","2017-03","Mar-2017",2994471,,
"IT","Italia","AR","arrivi ","N","dati grezzi","ALL","totale esercizi ricettivi","551_553","alberghi e strutture simili, alloggi per vacanze e altre strutture per brevi soggiorni, aree di campeggio e aree attrezzate per camper e roulotte","IT","Italia","TOUR","località di interesse turistico","2017-04","Apr-2017",4251994,,
"IT","Italia","AR","arrivi ","N","dati grezzi","ALL","totale esercizi ricettivi","551_553","alberghi e strutture simili, alloggi per vacanze e altre strutture per brevi soggiorni, aree di campeggio e aree attrezzate per camper e roulotte","IT","Italia","TOUR","località di interesse turistico","2017-05","Mag-2017",3429353,,
"IT","Italia","AR","arrivi ","N","dati grezzi","ALL","totale esercizi ricettivi","551_553","alberghi e strutture simili, alloggi per vacanze e altre strutture per brevi soggiorni, aree di campeggio e aree attrezzate per camper e roulotte","IT","Italia","TOUR","località di interesse turistico","2017-06","Giu-2017",5737238,,
"IT","Italia","AR","arrivi ","N","dati grezzi","ALL","totale esercizi ricettivi","551_553","alberghi e strutture simili, alloggi per vacanze e altre strutture per brevi soggiorni, aree di campeggio e aree attrezzate per camper e roulotte","IT","Italia","TOUR","località di interesse turistico","2017-07","Lug-2017",6591352,,
"IT","Italia","AR","arrivi ","N","dati grezzi","ALL","totale esercizi ricettivi","551_553","alberghi e strutture simili, alloggi per vacanze e altre strutture per brevi soggiorni, aree di campeggio e aree attrezzate per camper e roulotte","IT","Italia","TOUR","località di interesse turistico","2017-08","Ago-2017",7302294,,
"IT","Italia","AR","arrivi ","N","dati grezzi","ALL","totale esercizi ricettivi","551_553","alberghi e strutture simili, alloggi per vacanze e altre strutture per brevi soggiorni, aree di campeggio e aree attrezzate per camper e roulotte","IT","Italia","TOUR","località di interesse turistico","2017-09","Set-2017",3964294,,
"IT","Italia","AR","arrivi ","N","dati grezzi","ALL","totale esercizi ricettivi","551_553","alberghi e strutture simili, alloggi per vacanze e altre strutture per brevi soggiorni, aree di campeggio e aree attrezzate per camper e roulotte","IT","Italia","TOUR","località di interesse turistico","2017-10","Ott-2017",2860359,,
"IT","Italia","AR","arrivi ","N","dati grezzi","ALL","totale esercizi ricettivi","551_553","alberghi e strutture simili, alloggi per vacanze e altre strutture per brevi soggiorni, aree di campeggio e aree attrezzate per camper e roulotte","IT","Italia","TOUR","località di interesse turistico","2017-11","Nov-2017",2432392,,
"IT","Italia","AR","arrivi ","N","dati grezzi","ALL","totale esercizi ricettivi","551_553","alberghi e strutture simili, alloggi per vacanze e altre strutture per brevi soggiorni, aree di campeggio e aree attrezzate per camper e roulotte","IT","Italia","TOUR","località di interesse turistico","2017-12","Dic-2017",3468874,,
"IT","Italia","AR","arrivi ","N","dati grezzi","ALL","totale esercizi ricettivi","551_553","alberghi e strutture simili, alloggi per vacanze e altre strutture per brevi soggiorni, aree di campeggio e aree attrezzate per camper e roulotte","IT","Italia","TOUR","località di interesse turistico","2023-01","Gen-2023",1742995,,
