DATAFLOW,FREQ,RESIDENCE_TERR,DATA_TYPE,MAIN_DESTINATION,TYPE_TRIP,MAIN_TYPE_ACCOMMODATION,STARTING_MONTH,RESERVATION_TYPE,TYPE_ACCOMMODATION_BOOKING,TYPE_TRANSPORT_BOOKING,BOOKING_INTERNET,MEAN_TRANSPORT_MEANS,TIME_PERIOD,OBS_VALUE,OBS_STATUS,NOTE_DS,NOTE_RESIDENCE_TERR,NOTE_DATA_TYPE,NOTE_MAIN_DESTINATION,NOTE_TYPE_TRIP,NOTE_MAIN_TYPE_ACCOMMODATION,NOTE_STARTING_MONTH,NOTE_RESERVATION_TYPE,NOTE_TYPE_ACCOMMODATION_BOOKING,NOTE_TYPE_TRANSPORT_BOOKING,NOTE_BOOKING_INTERNET,NOTE_MEAN_TRANSPORT_MEANS,NOTE_TIME_PERIOD,BASE_PER,UNIT_MEAS,UNIT_MULT
IT1:68_698_DF_DCCV_VIAGGI_CHARACT_CAPI_9(1.0),A,IT,TRIPS_ABS_1,TOTAL,HOL,9,AUG,TOTAL,TOTAL,TOTAL,TOTAL,ALL,2023,11058,,,,,,,,,,,,,,,,,
IT1:68_698_DF_DCCV_VIAGGI_CHARACT_CAPI_9(1.0),A,IT,TRIPS_ABS_1,TOTAL,HOL,9,DEC,TOTAL,TOTAL,TOTAL,TOTAL,ALL,2019,5444,,,,,,,,,,,,,,,,,
IT1:68_698_DF_DCCV_VIAGGI_CHARACT_CAPI_9(1.0),A,IT,TRIPS_ABS_1,TOTAL,HOL,9,DEC,TOTAL,TOTAL,TOTAL,TOTAL,ALL,2020,1835,,,,,,,,,,,,,,,,,
IT1:68_698_DF_DCCV_VIAGGI_CHARACT_CAPI_9(1.0),A,IT,TRIPS_ABS_1,TOTAL,HOL,9,DEC,TOTAL,TOTAL,TOTAL,TOTAL,ALL,2021,3050,,,,,,,,,,,,,,,,,
IT1:68_698_DF_DCCV_VIAGGI_CHARACT_CAPI_9(1.0),A,IT,TRIPS_ABS_1,TOTAL,HOL,9,DEC,TOTAL,TOTAL,TOTAL,TOTAL,ALL,2022,4263,,,,,,,,,,,,,,,,,
IT1:68_698_DF_DCCV_VIAGGI_CHARACT_CAPI_9(1.0),A,IT,TRIPS_ABS_1,TOTAL,HOL,9,DEC,TOTAL,TOTAL,TOTAL,TOTAL,ALL,2023,3905,,,,,,,,,,,,,,,,,
IT1:68_698_DF_DCCV_VIAGGI_CHARACT_CAPI_9(1.0),A,IT,TRIPS_ABS_1,TOTAL,HOL,9,FEB,TOTAL,TOTAL,TOTAL,TOTAL,ALL,2019,2889,,,,,,,,,,,,,,,,,
IT1:68_698_DF_DCCV_VIAGGI_CHARACT_CAPI_9(1.0),A,IT,TRIPS_ABS_1,TOTAL,HOL,9,FEB,TOTAL,TOTAL,TOTAL,TOTAL,ALL,2020,2701,,,,,,,,,,,,,,,,,
IT1:68_698_DF_DCCV_VIAGGI_CHARACT_CAPI_9(1.0),A,IT,TRIPS_ABS_1,TOTAL,HOL,9,FEB,TOTAL,TOTAL,TOTAL,TOTAL,ALL,2021,540,,,,,,,,,,,,,,,,,
IT1:68_698_DF_DCCV_VIAGGI_CHARACT_CAPI_9(1.0),A,IT,TRIPS_ABS_1,TOTAL,HOL,9,FEB,TOTAL,TOTAL,TOTAL,TOTAL,ALL,2022,1723,,,,,,,,,,,,,,,,,
IT1:68_698_DF_DCCV_VIAGGI_CHARACT_CAPI_9(1.0),A,IT,TRIPS_ABS_1,TOTAL,HOL,9,FEB,TOTAL,TOTAL,TOTAL,TOTAL,ALL,2023,2361,,,,,,,,,,,,,,,,,
IT1:68_698_DF_DCCV_VIAGGI_CHARACT_CAPI_9(1.0),A,IT,TRIPS_ABS_1,TOTAL,HOL,9,JAN,TOTAL,TOTAL,TOTAL,TOTAL,ALL,2019,3566,,,,,,,,,,,,,,,,,
IT1:68_698_DF_DCCV_VIAGGI_CHARACT_CAPI_9(1.0),A,IT,TRIPS_ABS_1,TOTAL,HOL,9,JAN,TOTAL,TOTAL,TOTAL,TOTAL,ALL,2020,3139,,,,,,,,,,,,,,,,,
IT1:68_698_DF_DCCV_VIAGGI_CHARACT_CAPI_9(1.0),A,IT,TRIPS_ABS_1,TOTAL,HOL,9,JAN,TOTAL,TOTAL,TOTAL,TOTAL,ALL,2021,462,,,,,,,,,,,,,,,,,
IT1:68_698_DF_DCCV_VIAGGI_CHARACT_CAPI_9(1.0),A,IT,TRIPS_ABS_1,TOTAL,HOL,9,JAN,TOTAL,TOTAL,TOTAL,TOTAL,ALL,2022,1692,,,,,,,,,,,,,,,,,
IT1:68_698_DF_DCCV_VIAGGI_CHARACT_CAPI_9(1.0),A,IT,TRIPS_ABS_1,TOTAL,HOL,9,JAN,TOTAL,TOTAL,TOTAL,TOTAL,ALL,2023,2657,,,,,,,,,,,,,,,,,
IT1:68_698_DF_DCCV_VIAGGI_CHARACT_CAPI_9(1.0),A,IT,TRIPS_ABS_1,TOTAL,HOL,9,JUL,TOTAL,TOTAL,TOTAL,TOTAL,ALL,2019,8131,,,,,,,,,,,,,,,,,
IT1:68_698_DF_DCCV_VIAGGI_CHARACT_CAPI_9(1.0),A,IT,TRIPS_ABS_1,TOTAL,HOL,9,JUL,TOTAL,TOTAL,TOTAL,TOTAL,ALL,2020,6235,,,,,,,,,,,,,,,,,
IT1:68_698_DF_DCCV_VIAGGI_CHARACT_CAPI_9(1.0),A,IT,TRIPS_ABS_1,TOTAL,HOL,9,JUL,TOTAL,TOTAL,TOTAL,TOTAL,ALL,2021,7469,,,,,,,,,,,,,,,,,
IT1:68_698_DF_DCCV_VIAGGI_CHARACT_CAPI_9(1.0),A,IT,TRIPS_ABS_1,TOTAL,HOL,9,JUL,TOTAL,TOTAL,TOTAL,TOTAL,ALL,2022,8767,,,,,,,,,,,,,,,,,
IT1:68_698_DF_DCCV_VIAGGI_CHARACT_CAPI_9(1.0),A,IT,TRIPS_ABS_1,TOTAL,HOL,9,JUL,TOTAL,TOTAL,TOTAL,TOTAL,ALL,2023,6932,,,,,,,,,,,,,,,,,
IT1:68_698_DF_DCCV_VIAGGI_CHARACT_CAPI_9(1.0),A,IT,TRIPS_ABS_1,TOTAL,HOL,9,JUN,TOTAL,TOTAL,TOTAL,TOTAL,ALL,2019,6810,,,,,,,,,,,,,,,,,
IT1:68_698_DF_DCCV_VIAGGI_CHARACT_CAPI_9(1.0),A,IT,TRIPS_ABS_1,TOTAL,HOL,9,JUN,TOTAL,TOTAL,TOTAL,TOTAL,ALL,2020,3482,,,,,,,,,,,,,,,,,
IT1:68_698_DF_DCCV_VIAGGI_CHARACT_CAPI_9(1.0),A,IT,TRIPS_ABS_1,TOTAL,HOL,9,JUN,TOTAL,TOTAL,TOTAL,TOTAL,ALL,2021,4500,,,,,,,,,,,,,,,,,
IT1:68_698_DF_DCCV_VIAGGI_CHARACT_CAPI_9(1.0),A,IT,TRIPS_ABS_1,TOTAL,HOL,9,JUN,TOTAL,TOTAL,TOTAL,TOTAL,ALL,2022,5285,,,,,,,,,,,,,,,,,
IT1:68_698_DF_DCCV_VIAGGI_CHARACT_CAPI_9(1.0),A,IT,TRIPS_ABS_1,TOTAL,HOL,9,JUN,TOTAL,TOTAL,TOTAL,TOTAL,ALL,2023,4498,,,,,,,,,,,,,,,,,
IT1:68_698_DF_DCCV_VIAGGI_CHARACT_CAPI_9(1.0),A,IT,TRIPS_ABS_1,TOTAL,HOL,9,MAR,TOTAL,TOTAL,TOTAL,TOTAL,ALL,2019,3150,,,,,,,,,,,,,,,,,
